actor,date,all_total,all_committed,all_paid,all_pc_paid,ngo_total,ngo_committed,ngo_paid,ngo_pc_paid,ngo_pc_of_total,ngo_pc_of_paid
United Nations High Commissioner for Refugees,6/15/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,6/22/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,6/29/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,7/6/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,7/13/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,7/20/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,7/27/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,8/3/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,8/10/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,8/17/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,8/24/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,8/31/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,9/7/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,9/14/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,9/21/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,9/28/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,10/5/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,10/12/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,10/19/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,10/26/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,11/2/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,11/9/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,11/16/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,11/23/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,11/30/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,12/7/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,12/14/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,12/21/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,12/28/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,12/31/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations High Commissioner for Refugees,12/30/2020,1817347,0,1817347,1,1810000,0,1810000,1,0.995957294,0.995957294
United Nations Population Fund,1/6/2020,0,0,0,0,0,0,0,0,0,0
United Nations Population Fund,1/13/2020,0,0,0,0,0,0,0,0,0,0
United Nations Population Fund,1/20/2020,0,0,0,0,0,0,0,0,0,0
United Nations Population Fund,1/27/2020,0,0,0,0,0,0,0,0,0,0
United Nations Population Fund,2/3/2020,0,0,0,0,0,0,0,0,0,0
United Nations Population Fund,2/10/2020,0,0,0,0,0,0,0,0,0,0
United Nations Population Fund,2/17/2020,0,0,0,0,0,0,0,0,0,0
United Nations Population Fund,2/24/2020,0,0,0,0,0,0,0,0,0,0
United Nations Population Fund,3/2/2020,0,0,0,0,0,0,0,0,0,0
United Nations Population Fund,3/9/2020,0,0,0,0,0,0,0,0,0,0
United Nations Population Fund,3/16/2020,0,0,0,0,0,0,0,0,0,0
United Nations Population Fund,3/23/2020,0,0,0,0,0,0,0,0,0,0
United Nations Population Fund,3/30/2020,0,0,0,0,0,0,0,0,0,0
United Nations Population Fund,4/6/2020,0,0,0,0,0,0,0,0,0,0
United Nations Population Fund,4/13/2020,0,0,0,0,0,0,0,0,0,0
United Nations Population Fund,4/20/2020,0,0,0,0,0,0,0,0,0,0
United Nations Population Fund,4/27/2020,10682,0,10682,1,0,0,0,0,0,0
United Nations Population Fund,5/4/2020,10682,0,10682,1,0,0,0,0,0,0
United Nations Population Fund,5/11/2020,1182332,0,1182332,1,0,0,0,0,0,0
United Nations Population Fund,5/18/2020,1182332,0,1182332,1,0,0,0,0,0,0
United Nations Population Fund,5/25/2020,1182332,0,1182332,1,0,0,0,0,0,0
United Nations Population Fund,6/1/2020,1212332,0,1212332,1,0,0,0,0,0,0
United Nations Population Fund,6/8/2020,1212332,0,1212332,1,0,0,0,0,0,0
United Nations Population Fund,6/15/2020,1212332,0,1212332,1,0,0,0,0,0,0
United Nations Population Fund,6/22/2020,3765658,318416,3447242,0.915442135,0,0,0,0,0,0
United Nations Population Fund,6/29/2020,3765658,318416,3447242,0.915442135,0,0,0,0,0,0
United Nations Population Fund,7/6/2020,3765658,318416,3447242,0.915442135,0,0,0,0,0,0
United Nations Population Fund,7/13/2020,3765658,318416,3447242,0.915442135,0,0,0,0,0,0
United Nations Population Fund,7/20/2020,5037470,618416,4419054,0.877236788,0,0,0,0,0,0
United Nations Population Fund,7/27/2020,5037470,618416,4419054,0.877236788,0,0,0,0,0,0
United Nations Population Fund,8/3/2020,5037470,618416,4419054,0.877236788,0,0,0,0,0,0
United Nations Population Fund,8/10/2020,5037470,618416,4419054,0.877236788,0,0,0,0,0,0
United Nations Population Fund,8/17/2020,5037470,618416,4419054,0.877236788,0,0,0,0,0,0
United Nations Population Fund,8/24/2020,5037470,618416,4419054,0.877236788,0,0,0,0,0,0
United Nations Population Fund,8/31/2020,5186989,618416,4568573,0.880775533,0,0,0,0,0,0
United Nations Population Fund,9/7/2020,7408528,2839955,4568573,0.616664066,0,0,0,0,0,0
United Nations Population Fund,9/14/2020,7408528,2839955,4568573,0.616664066,0,0,0,0,0,0
United Nations Population Fund,9/21/2020,7408528,2839955,4568573,0.616664066,0,0,0,0,0,0
United Nations Population Fund,9/28/2020,7408528,2839955,4568573,0.616664066,0,0,0,0,0,0
United Nations Population Fund,10/5/2020,7408528,2839955,4568573,0.616664066,0,0,0,0,0,0
United Nations Population Fund,10/12/2020,7408528,2839955,4568573,0.616664066,0,0,0,0,0,0
United Nations Population Fund,10/19/2020,7542983,2974410,4568573,0.605671921,0,0,0,0,0,0
United Nations Population Fund,10/26/2020,7542983,2974410,4568573,0.605671921,0,0,0,0,0,0
United Nations Population Fund,11/2/2020,7542983,2974410,4568573,0.605671921,0,0,0,0,0,0
United Nations Population Fund,11/9/2020,7542983,2974410,4568573,0.605671921,0,0,0,0,0,0
United Nations Population Fund,11/16/2020,8890522,2974410,5916112,0.665440342,1347539,0,1347539,1,0.15157029,0.227774423
United Nations Population Fund,11/23/2020,8890522,2974410,5916112,0.665440342,1347539,0,1347539,1,0.15157029,0.227774423
United Nations Population Fund,11/30/2020,8890522,2974410,5916112,0.665440342,1347539,0,1347539,1,0.15157029,0.227774423
United Nations Population Fund,12/7/2020,8890522,2974410,5916112,0.665440342,1347539,0,1347539,1,0.15157029,0.227774423
United Nations Population Fund,12/14/2020,8890522,2974410,5916112,0.665440342,1347539,0,1347539,1,0.15157029,0.227774423
United Nations Population Fund,12/21/2020,8890522,2974410,5916112,0.665440342,1347539,0,1347539,1,0.15157029,0.227774423
United Nations Population Fund,12/28/2020,8890522,2974410,5916112,0.665440342,1347539,0,1347539,1,0.15157029,0.227774423
United Nations Population Fund,12/31/2020,8890522,2974410,5916112,0.665440342,1347539,0,1347539,1,0.15157029,0.227774423
United Nations Population Fund,12/30/2020,8890522,2974410,5916112,0.665440342,1347539,0,1347539,1,0.15157029,0.227774423
World Health Organization,1/6/2020,39917,0,39917,1,0,0,0,0,0,0
World Health Organization,1/13/2020,39917,0,39917,1,0,0,0,0,0,0
World Health Organization,1/20/2020,39917,0,39917,1,0,0,0,0,0,0
World Health Organization,1/27/2020,39917,0,39917,1,0,0,0,0,0,0
World Health Organization,2/3/2020,39917,0,39917,1,0,0,0,0,0,0
World Health Organization,2/10/2020,39917,0,39917,1,0,0,0,0,0,0
World Health Organization,2/17/2020,39917,0,39917,1,0,0,0,0,0,0
World Health Organization,2/24/2020,39917,0,39917,1,0,0,0,0,0,0
World Health Organization,3/2/2020,39917,0,39917,1,0,0,0,0,0,0
World Health Organization,3/9/2020,39917,0,39917,1,0,0,0,0,0,0
World Health Organization,3/16/2020,39917,0,39917,1,0,0,0,0,0,0
World Health Organization,3/23/2020,39917,0,39917,1,0,0,0,0,0,0
World Health Organization,3/30/2020,39917,0,39917,1,0,0,0,0,0,0
World Health Organization,4/6/2020,39917,0,39917,1,0,0,0,0,0,0
World Health Organization,4/13/2020,39917,0,39917,1,0,0,0,0,0,0
World Health Organization,4/20/2020,39917,0,39917,1,0,0,0,0,0,0
World Health Organization,4/27/2020,89940,0,89940,1,0,0,0,0,0,0
World Health Organization,5/4/2020,89940,0,89940,1,0,0,0,0,0,0
World Health Organization,5/11/2020,127480,0,127480,1,0,0,0,0,0,0
World Health Organization,5/18/2020,127480,0,127480,1,0,0,0,0,0,0
World Health Organization,5/25/2020,127480,0,127480,1,0,0,0,0,0,0
World Health Organization,6/1/2020,127480,0,127480,1,0,0,0,0,0,0
World Health Organization,6/8/2020,127480,0,127480,1,0,0,0,0,0,0
World Health Organization,6/15/2020,127480,0,127480,1,0,0,0,0,0,0
World Health Organization,6/22/2020,127480,0,127480,1,0,0,0,0,0,0
World Health Organization,6/29/2020,127480,0,127480,1,0,0,0,0,0,0
World Health Organization,7/6/2020,127480,0,127480,1,0,0,0,0,0,0
World Health Organization,7/13/2020,127480,0,127480,1,0,0,0,0,0,0
World Health Organization,7/20/2020,127480,0,127480,1,0,0,0,0,0,0
World Health Organization,7/27/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,8/3/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,8/10/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,8/17/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,8/24/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,8/31/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,9/7/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,9/14/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,9/21/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,9/28/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,10/5/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,10/12/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,10/19/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,10/26/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,11/2/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,11/9/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,11/16/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,11/23/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,11/30/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,12/7/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,12/14/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,12/21/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,12/28/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,12/31/2020,1127480,0,1127480,1,0,0,0,0,0,0
World Health Organization,12/30/2020,1127480,0,1127480,1,0,0,0,0,0,0
United Nations Development Programme,1/6/2020,0,0,0,0,0,0,0,0,0,0
United Nations Development Programme,1/13/2020,0,0,0,0,0,0,0,0,0,0
United Nations Development Programme,1/20/2020,0,0,0,0,0,0,0,0,0,0
United Nations Development Programme,1/27/2020,0,0,0,0,0,0,0,0,0,0
United Nations Development Programme,2/3/2020,0,0,0,0,0,0,0,0,0,0
United Nations Development Programme,2/10/2020,0,0,0,0,0,0,0,0,0,0
United Nations Development Programme,2/17/2020,0,0,0,0,0,0,0,0,0,0
United Nations Development Programme,2/24/2020,0,0,0,0,0,0,0,0,0,0
United Nations Development Programme,3/2/2020,0,0,0,0,0,0,0,0,0,0
United Nations Development Programme,3/9/2020,0,0,0,0,0,0,0,0,0,0
United Nations Development Programme,3/16/2020,0,0,0,0,0,0,0,0,0,0
United Nations Development Programme,3/23/2020,0,0,0,0,0,0,0,0,0,0
United Nations Development Programme,3/30/2020,0,0,0,0,0,0,0,0,0,0
United Nations Development Programme,4/6/2020,0,0,0,0,0,0,0,0,0,0
United Nations Development Programme,4/13/2020,0,0,0,0,0,0,0,0,0,0
United Nations Development Programme,4/20/2020,0,0,0,0,0,0,0,0,0,0
United Nations Development Programme,4/27/2020,31211,0,31211,1,0,0,0,0,0,0
United Nations Development Programme,5/4/2020,318580,0,318580,1,0,0,0,0,0,0
United Nations Development Programme,5/11/2020,512833,0,512833,1,0,0,0,0,0,0
United Nations Development Programme,5/18/2020,512833,0,512833,1,0,0,0,0,0,0
United Nations Development Programme,5/25/2020,512833,0,512833,1,0,0,0,0,0,0
United Nations Development Programme,6/1/2020,512833,0,512833,1,0,0,0,0,0,0
United Nations Development Programme,6/8/2020,512833,0,512833,1,0,0,0,0,0,0
United Nations Development Programme,6/15/2020,810913,0,810913,1,0,0,0,0,0,0
United Nations Development Programme,6/22/2020,4088836,0,4088836,1,0,0,0,0,0,0
United Nations Development Programme,6/29/2020,4982553,0,4982553,1,0,0,0,0,0,0
United Nations Development Programme,7/6/2020,4982553,0,4982553,1,0,0,0,0,0,0
United Nations Development Programme,7/13/2020,4982553,0,4982553,1,0,0,0,0,0,0
United Nations Development Programme,7/20/2020,5170551,0,5170551,1,0,0,0,0,0,0
United Nations Development Programme,7/27/2020,5170551,0,5170551,1,0,0,0,0,0,0
United Nations Development Programme,8/3/2020,5170551,0,5170551,1,0,0,0,0,0,0
United Nations Development Programme,8/10/2020,5170551,0,5170551,1,0,0,0,0,0,0
United Nations Development Programme,8/17/2020,6141425,970874,5170551,0.841913888,0,0,0,0,0,0
United Nations Development Programme,8/24/2020,6141425,970874,5170551,0.841913888,0,0,0,0,0,0
United Nations Development Programme,8/31/2020,6141425,970874,5170551,0.841913888,0,0,0,0,0,0
United Nations Development Programme,9/7/2020,6141425,970874,5170551,0.841913888,0,0,0,0,0,0
United Nations Development Programme,9/14/2020,6141425,970874,5170551,0.841913888,0,0,0,0,0,0
United Nations Development Programme,9/21/2020,6141425,970874,5170551,0.841913888,0,0,0,0,0,0
United Nations Development Programme,9/28/2020,6141425,970874,5170551,0.841913888,0,0,0,0,0,0
United Nations Development Programme,10/5/2020,6141425,970874,5170551,0.841913888,0,0,0,0,0,0
United Nations Development Programme,10/12/2020,6141425,970874,5170551,0.841913888,0,0,0,0,0,0
United Nations Development Programme,10/19/2020,6141425,970874,5170551,0.841913888,0,0,0,0,0,0
United Nations Development Programme,10/26/2020,6141425,970874,5170551,0.841913888,0,0,0,0,0,0
United Nations Development Programme,11/2/2020,6141425,970874,5170551,0.841913888,0,0,0,0,0,0
United Nations Development Programme,11/9/2020,6141425,970874,5170551,0.841913888,0,0,0,0,0,0
United Nations Development Programme,11/16/2020,6249675,970874,5278801,0.844652082,108250,0,108250,1,0.017320901,0.020506551
United Nations Development Programme,11/23/2020,6249675,970874,5278801,0.844652082,108250,0,108250,1,0.017320901,0.020506551
United Nations Development Programme,11/30/2020,6249675,970874,5278801,0.844652082,108250,0,108250,1,0.017320901,0.020506551
United Nations Development Programme,12/7/2020,6249675,970874,5278801,0.844652082,108250,0,108250,1,0.017320901,0.020506551
United Nations Development Programme,12/14/2020,6249675,970874,5278801,0.844652082,108250,0,108250,1,0.017320901,0.020506551
United Nations Development Programme,12/21/2020,6249675,970874,5278801,0.844652082,108250,0,108250,1,0.017320901,0.020506551
United Nations Development Programme,12/28/2020,6249675,970874,5278801,0.844652082,108250,0,108250,1,0.017320901,0.020506551
United Nations Development Programme,12/31/2020,6249675,970874,5278801,0.844652082,108250,0,108250,1,0.017320901,0.020506551
United Nations Development Programme,12/30/2020,6249675,970874,5278801,0.844652082,108250,0,108250,1,0.017320901,0.020506551
Somalia Humanitarian Fund,1/6/2020,0,0,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,1/13/2020,0,0,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,1/20/2020,0,0,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,1/27/2020,0,0,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,2/3/2020,0,0,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,2/10/2020,0,0,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,2/17/2020,0,0,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,2/24/2020,0,0,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,3/2/2020,0,0,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,3/9/2020,0,0,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,3/16/2020,0,0,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,3/23/2020,0,0,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,3/30/2020,0,0,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,4/6/2020,0,0,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,4/13/2020,0,0,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,4/20/2020,0,0,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,4/27/2020,0,0,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,5/4/2020,2603480,2603480,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,5/11/2020,2603480,2603480,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,5/18/2020,2603480,2603480,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,5/25/2020,2603480,2603480,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,6/1/2020,2603480,2603480,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,6/8/2020,2603480,2603480,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,6/15/2020,2603480,2603480,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,6/22/2020,2603480,2603480,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,6/29/2020,2603480,2603480,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,7/6/2020,2603480,2603480,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,7/13/2020,2603480,2603480,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,7/20/2020,2603480,2603480,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,7/27/2020,2603480,2603480,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,8/3/2020,2603480,2603480,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,8/10/2020,2603480,2603480,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,8/17/2020,2603480,2603480,0,0,0,0,0,0,0,0
Somalia Humanitarian Fund,8/24/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,8/31/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,9/7/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,9/14/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,9/21/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,9/28/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,10/5/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,10/12/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,10/19/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,10/26/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,11/2/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,11/9/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,11/16/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,11/23/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,11/30/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,12/7/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,12/14/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,12/21/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,12/28/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,12/31/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
Somalia Humanitarian Fund,12/30/2020,3903974,2603480,1300494,0.333120559,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,1/6/2020,0,0,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,1/13/2020,0,0,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,1/20/2020,0,0,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,1/27/2020,0,0,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,2/3/2020,0,0,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,2/10/2020,0,0,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,2/17/2020,0,0,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,2/24/2020,0,0,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,3/2/2020,0,0,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,3/9/2020,0,0,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,3/16/2020,0,0,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,3/23/2020,0,0,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,3/30/2020,0,0,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,4/6/2020,0,0,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,4/13/2020,0,0,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,4/20/2020,0,0,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,4/27/2020,0,0,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,5/4/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,5/11/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,5/18/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,5/25/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,6/1/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,6/8/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,6/15/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,6/22/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,6/29/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,7/6/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,7/13/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,7/20/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,7/27/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,8/3/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,8/10/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,8/17/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,8/24/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,8/31/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,9/7/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,9/14/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,9/21/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,9/28/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,10/5/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,10/12/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,10/19/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,10/26/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,11/2/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,11/9/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,11/16/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,11/23/2020,4627849,4627849,0,0,0,0,0,0,0,0
