actor,date,all_total,all_committed,all_paid,all_pc_paid,ngo_total,ngo_committed,ngo_paid,ngo_pc_paid,ngo_pc_of_total,ngo_pc_of_paid
European Commission's Humanitarian Aid and Civil Protection Department,1/6/2020,32414777,31260683,1154094,0.035603947,20639843,20639843,0,0,0.636741786,0
European Commission's Humanitarian Aid and Civil Protection Department,1/13/2020,119938486,118784392,1154094,0.009622383,108163552,108163552,0,0,0.901825224,0
European Commission's Humanitarian Aid and Civil Protection Department,1/20/2020,119938486,118784392,1154094,0.009622383,108163552,108163552,0,0,0.901825224,0
European Commission's Humanitarian Aid and Civil Protection Department,1/27/2020,119938486,118784392,1154094,0.009622383,108163552,108163552,0,0,0.901825224,0
European Commission's Humanitarian Aid and Civil Protection Department,2/3/2020,120016611,118862517,1154094,0.009616119,108163552,108163552,0,0,0.901238179,0
European Commission's Humanitarian Aid and Civil Protection Department,2/10/2020,120016611,118862517,1154094,0.009616119,108163552,108163552,0,0,0.901238179,0
European Commission's Humanitarian Aid and Civil Protection Department,2/17/2020,120016611,118862517,1154094,0.009616119,108163552,108163552,0,0,0.901238179,0
European Commission's Humanitarian Aid and Civil Protection Department,2/24/2020,155297757,154143663,1154094,0.007431492,143444698,143444698,0,0,0.923675272,0
European Commission's Humanitarian Aid and Civil Protection Department,3/2/2020,157225208,155572234,1652974,0.010513416,143943578,143444698,498880,0.003465802,0.915524806,0.30180753
European Commission's Humanitarian Aid and Civil Protection Department,3/9/2020,190997046,189344072,1652974,0.008654448,143943578,143444698,498880,0.003465802,0.753642954,0.30180753
European Commission's Humanitarian Aid and Civil Protection Department,3/16/2020,193598856,191945882,1652974,0.008538139,145187922,144689042,498880,0.003436098,0.749942045,0.30180753
European Commission's Humanitarian Aid and Civil Protection Department,3/23/2020,198047326,196394352,1652974,0.008346359,149636392,149137512,498880,0.003333948,0.75555876,0.30180753
European Commission's Humanitarian Aid and Civil Protection Department,3/30/2020,204495290,202842316,1652974,0.008083189,152690691,152191811,498880,0.003267259,0.746670943,0.30180753
European Commission's Humanitarian Aid and Civil Protection Department,4/6/2020,214169717,212516743,1652974,0.007718057,162365118,161866238,498880,0.003072581,0.758114267,0.30180753
European Commission's Humanitarian Aid and Civil Protection Department,4/13/2020,215496151,213843177,1652974,0.00767055,163691552,163192672,498880,0.003047683,0.759603136,0.30180753
European Commission's Humanitarian Aid and Civil Protection Department,4/20/2020,220844688,219191714,1652974,0.00748478,163998211,163499331,498880,0.003041984,0.742595226,0.30180753
European Commission's Humanitarian Aid and Civil Protection Department,4/27/2020,226087110,224434136,1652974,0.007311226,169240633,168741753,498880,0.002947755,0.74856383,0.30180753
European Commission's Humanitarian Aid and Civil Protection Department,5/4/2020,238759948,234558432,4201516,0.01759724,170244408,169745528,498880,0.002930375,0.713035873,0.118738094
European Commission's Humanitarian Aid and Civil Protection Department,5/11/2020,246863675,242662159,4201516,0.01701958,174461056,173962176,498880,0.002859549,0.706710114,0.118738094
European Commission's Humanitarian Aid and Civil Protection Department,5/18/2020,264698094,260496578,4201516,0.015872861,174461056,173962176,498880,0.002859549,0.659094493,0.118738094
European Commission's Humanitarian Aid and Civil Protection Department,5/25/2020,268688642,263428174,5260468,0.019578304,174461056,173962176,498880,0.002859549,0.64930566,0.094835669
European Commission's Humanitarian Aid and Civil Protection Department,6/1/2020,271929684,266669216,5260468,0.019344957,177702098,177203218,498880,0.002807395,0.653485472,0.094835669
European Commission's Humanitarian Aid and Civil Protection Department,6/8/2020,279080183,273819715,5260468,0.018849307,177702098,177203218,498880,0.002807395,0.636742086,0.094835669
European Commission's Humanitarian Aid and Civil Protection Department,6/15/2020,281281041,276020573,5260468,0.018701822,179902956,179404076,498880,0.002773051,0.639584365,0.094835669
European Commission's Humanitarian Aid and Civil Protection Department,6/22/2020,290749880,283726044,7023836,0.024157657,187608427,187109547,498880,0.002659156,0.645257109,0.071026715
European Commission's Humanitarian Aid and Civil Protection Department,6/29/2020,293425741,286401905,7023836,0.023937355,188049928,187551048,498880,0.002652912,0.640877407,0.071026715
European Commission's Humanitarian Aid and Civil Protection Department,7/6/2020,295307559,288283723,7023836,0.023784816,188227201,187728321,498880,0.002650414,0.637393779,0.071026715
European Commission's Humanitarian Aid and Civil Protection Department,7/13/2020,302986455,292603157,10383298,0.034269842,189906932,189408052,498880,0.002626971,0.62678357,0.048046391
European Commission's Humanitarian Aid and Civil Protection Department,7/20/2020,306056643,295673345,10383298,0.033926066,190874847,190375967,498880,0.00261365,0.623658566,0.048046391
European Commission's Humanitarian Aid and Civil Protection Department,7/27/2020,317860763,307477465,10383298,0.032666183,193708311,193209431,498880,0.002575419,0.609412465,0.048046391
European Commission's Humanitarian Aid and Civil Protection Department,8/3/2020,335828350,325240660,10587690,0.031527088,205766807,205063535,703272,0.003417811,0.612714224,0.066423554
European Commission's Humanitarian Aid and Civil Protection Department,8/10/2020,340416980,329829290,10587690,0.031102121,205766807,205063535,703272,0.003417811,0.60445518,0.066423554
European Commission's Humanitarian Aid and Civil Protection Department,8/17/2020,368429491,353129228,15300263,0.041528334,223298575,222595303,703272,0.003149469,0.60608225,0.0459647
European Commission's Humanitarian Aid and Civil Protection Department,8/24/2020,370196275,354896012,15300263,0.041330138,223298575,222595303,703272,0.003149469,0.603189686,0.0459647
European Commission's Humanitarian Aid and Civil Protection Department,8/31/2020,380023131,364722868,15300263,0.040261399,233125431,232422159,703272,0.003016711,0.613450635,0.0459647
European Commission's Humanitarian Aid and Civil Protection Department,9/7/2020,386619246,369939937,16679309,0.043141435,236955555,235625010,1330545,0.005615167,0.612891255,0.07977219
European Commission's Humanitarian Aid and Civil Protection Department,9/14/2020,387804784,371125475,16679309,0.043009549,237252467,235921922,1330545,0.00560814,0.611783239,0.07977219
European Commission's Humanitarian Aid and Civil Protection Department,9/21/2020,395192232,372588745,22603487,0.057196182,238715737,237385192,1330545,0.005573763,0.604049669,0.05886459
European Commission's Humanitarian Aid and Civil Protection Department,9/28/2020,398686475,372588745,26097730,0.065459281,242209980,237385192,4824788,0.019919856,0.607519932,0.184873857
European Commission's Humanitarian Aid and Civil Protection Department,10/5/2020,398686475,372588745,26097730,0.065459281,242209980,237385192,4824788,0.019919856,0.607519932,0.184873857
European Commission's Humanitarian Aid and Civil Protection Department,10/12/2020,403705379,377607649,26097730,0.064645485,242209980,237385192,4824788,0.019919856,0.599967185,0.184873857
European Commission's Humanitarian Aid and Civil Protection Department,10/19/2020,404644346,378546616,26097730,0.064495477,243148947,238324159,4824788,0.019842932,0.600895452,0.184873857
European Commission's Humanitarian Aid and Civil Protection Department,10/26/2020,406502322,378546616,27955706,0.068771332,243148947,238324159,4824788,0.019842932,0.598148974,0.172586877
European Commission's Humanitarian Aid and Civil Protection Department,11/2/2020,410030124,378546616,31483508,0.076783402,243148947,238324159,4824788,0.019842932,0.593002642,0.153248107
European Commission's Humanitarian Aid and Civil Protection Department,11/9/2020,410030124,378546616,31483508,0.076783402,243148947,238324159,4824788,0.019842932,0.593002642,0.153248107
European Commission's Humanitarian Aid and Civil Protection Department,11/16/2020,410030124,378546616,31483508,0.076783402,243148947,238324159,4824788,0.019842932,0.593002642,0.153248107
European Commission's Humanitarian Aid and Civil Protection Department,11/23/2020,410030124,378546616,31483508,0.076783402,243148947,238324159,4824788,0.019842932,0.593002642,0.153248107
European Commission's Humanitarian Aid and Civil Protection Department,11/30/2020,410911440,379427932,31483508,0.076618719,244030263,239205475,4824788,0.019771269,0.593875564,0.153248107
European Commission's Humanitarian Aid and Civil Protection Department,12/7/2020,410911440,379427932,31483508,0.076618719,244030263,239205475,4824788,0.019771269,0.593875564,0.153248107
European Commission's Humanitarian Aid and Civil Protection Department,12/14/2020,410911440,379427932,31483508,0.076618719,244030263,239205475,4824788,0.019771269,0.593875564,0.153248107
European Commission's Humanitarian Aid and Civil Protection Department,12/21/2020,410911440,379427932,31483508,0.076618719,244030263,239205475,4824788,0.019771269,0.593875564,0.153248107
European Commission's Humanitarian Aid and Civil Protection Department,12/28/2020,410911440,379427932,31483508,0.076618719,244030263,239205475,4824788,0.019771269,0.593875564,0.153248107
European Commission's Humanitarian Aid and Civil Protection Department,12/31/2020,410911440,379427932,31483508,0.076618719,244030263,239205475,4824788,0.019771269,0.593875564,0.153248107
European Commission's Humanitarian Aid and Civil Protection Department,12/30/2020,410911440,379427932,31483508,0.076618719,244030263,239205475,4824788,0.019771269,0.593875564,0.153248107
"Denmark, Government of",1/6/2020,1657001,1657001,0,0,0,0,0,0,0,0
"Denmark, Government of",1/13/2020,1657001,1657001,0,0,0,0,0,0,0,0
"Denmark, Government of",1/20/2020,1657001,1657001,0,0,0,0,0,0,0,0
"Denmark, Government of",1/27/2020,1657001,1657001,0,0,0,0,0,0,0,0
"Denmark, Government of",2/3/2020,1657001,1657001,0,0,0,0,0,0,0,0
"Denmark, Government of",2/10/2020,1657001,1657001,0,0,0,0,0,0,0,0
"Denmark, Government of",2/17/2020,1657001,1657001,0,0,0,0,0,0,0,0
"Denmark, Government of",2/24/2020,1657001,1657001,0,0,0,0,0,0,0,0
"Denmark, Government of",3/2/2020,1657001,1657001,0,0,0,0,0,0,0,0
"Denmark, Government of",3/9/2020,1657001,1657001,0,0,0,0,0,0,0,0
"Denmark, Government of",3/16/2020,1657001,1657001,0,0,0,0,0,0,0,0
"Denmark, Government of",3/23/2020,2456960,2456960,0,0,365959,365959,0,0,0.148947887,0
"Denmark, Government of",3/30/2020,3727446,3727446,0,0,1073536,1073536,0,0,0.288008465,0
"Denmark, Government of",4/6/2020,5529627,4601074,928553,0.167923261,2002089,1073536,928553,0.463792069,0.362065832,1
"Denmark, Government of",4/13/2020,5707155,4778602,928553,0.162699804,2002089,1073536,928553,0.463792069,0.350803334,1
"Denmark, Government of",4/20/2020,58601936,57673383,928553,0.015845091,46121027,45192474,928553,0.020132965,0.787022241,1
"Denmark, Government of",4/27/2020,59367131,58438578,928553,0.01564086,46886222,45957669,928553,0.019804389,0.789767355,1
"Denmark, Government of",5/4/2020,74107621,58559185,15548436,0.209808867,47006829,46078276,928553,0.019753577,0.634304925,0.059720026
"Denmark, Government of",5/11/2020,80491871,58897935,21593936,0.268274743,47345579,46417026,928553,0.019612243,0.588203236,0.043000637
"Denmark, Government of",5/18/2020,83304093,61710157,21593936,0.259218188,47712424,46783871,928553,0.019461451,0.572750057,0.043000637
"Denmark, Government of",5/25/2020,83304093,61710157,21593936,0.259218188,47712424,46783871,928553,0.019461451,0.572750057,0.043000637
"Denmark, Government of",6/1/2020,91780020,70029536,21750484,0.236984956,56188351,55103250,1085101,0.01931185,0.612206785,0.049888591
"Denmark, Government of",6/8/2020,93879638,70902487,22977151,0.244751167,58287969,55976201,2311768,0.039661152,0.62087978,0.100611603
"Denmark, Government of",6/15/2020,94899682,71922531,22977151,0.242120421,59308013,56996245,2311768,0.038979016,0.624954813,0.100611603
"Denmark, Government of",6/22/2020,97677226,71922531,25754695,0.263671442,59796529,56996245,2800284,0.04683021,0.612184963,0.108729069
"Denmark, Government of",6/29/2020,97677226,71922531,25754695,0.263671442,59796529,56996245,2800284,0.04683021,0.612184963,0.108729069
"Denmark, Government of",7/6/2020,105061612,79306917,25754695,0.245138967,60120661,57320377,2800284,0.046577731,0.572241943,0.108729069
"Denmark, Government of",7/13/2020,105144080,79389385,25754695,0.244946696,60203129,57402845,2800284,0.046513928,0.572577448,0.108729069
"Denmark, Government of",7/20/2020,105144080,79389385,25754695,0.244946696,60203129,57402845,2800284,0.046513928,0.572577448,0.108729069
"Denmark, Government of",7/27/2020,105232321,79477626,25754695,0.2447413,60291370,57491086,2800284,0.046445851,0.572935857,0.108729069
"Denmark, Government of",8/3/2020,108100950,80402255,27698695,0.256229894,60291370,57491086,2800284,0.046445851,0.557732101,0.101098048
"Denmark, Government of",8/10/2020,108361410,80662715,27698695,0.255614014,60551830,57751546,2800284,0.046246067,0.558795147,0.101098048
"Denmark, Government of",8/17/2020,109108041,81409346,27698695,0.253864837,60619552,57819268,2800284,0.046194403,0.555591975,0.101098048
"Denmark, Government of",8/24/2020,109108041,81409346,27698695,0.253864837,60619552,57819268,2800284,0.046194403,0.555591975,0.101098048
"Denmark, Government of",8/31/2020,109108041,81409346,27698695,0.253864837,60619552,57819268,2800284,0.046194403,0.555591975,0.101098048
"Denmark, Government of",9/7/2020,109312401,81613706,27698695,0.253390235,60823912,58023628,2800284,0.046039196,0.556422798,0.101098048
"Denmark, Government of",9/14/2020,109312401,81613706,27698695,0.253390235,60823912,58023628,2800284,0.046039196,0.556422798,0.101098048
"Denmark, Government of",9/21/2020,109312401,81613706,27698695,0.253390235,60823912,58023628,2800284,0.046039196,0.556422798,0.101098048
"Denmark, Government of",9/28/2020,110273749,82575054,27698695,0.251181222,61164514,58364230,2800284,0.045782821,0.554660693,0.101098048
"Denmark, Government of",10/5/2020,110273749,82575054,27698695,0.251181222,61164514,58364230,2800284,0.045782821,0.554660693,0.101098048
"Denmark, Government of",10/12/2020,112052644,84353949,27698695,0.247193587,62943409,60143125,2800284,0.044488915,0.56173069,0.101098048
"Denmark, Government of",10/19/2020,112248201,84549506,27698695,0.24676293,63138966,60338682,2800284,0.044351122,0.562494235,0.101098048
"Denmark, Government of",10/26/2020,112248201,84549506,27698695,0.24676293,63138966,60338682,2800284,0.044351122,0.562494235,0.101098048
"Denmark, Government of",11/2/2020,112533534,84834839,27698695,0.246137254,63424299,60624015,2800284,0.044151596,0.563603548,0.101098048
"Denmark, Government of",11/9/2020,112533534,84834839,27698695,0.246137254,63424299,60624015,2800284,0.044151596,0.563603548,0.101098048
"Denmark, Government of",11/16/2020,112533534,84834839,27698695,0.246137254,63424299,60624015,2800284,0.044151596,0.563603548,0.101098048
"Denmark, Government of",11/23/2020,112533534,84834839,27698695,0.246137254,63424299,60624015,2800284,0.044151596,0.563603548,0.101098048
"Denmark, Government of",11/30/2020,112604462,84905767,27698695,0.245982215,63495227,60694943,2800284,0.044102276,0.563878428,0.101098048
"Denmark, Government of",12/7/2020,112604462,84905767,27698695,0.245982215,63495227,60694943,2800284,0.044102276,0.563878428,0.101098048
"Denmark, Government of",12/14/2020,112604462,84905767,27698695,0.245982215,63495227,60694943,2800284,0.044102276,0.563878428,0.101098048
"Denmark, Government of",12/21/2020,112604462,84905767,27698695,0.245982215,63495227,60694943,2800284,0.044102276,0.563878428,0.101098048
"Denmark, Government of",12/28/2020,112604462,84905767,27698695,0.245982215,63495227,60694943,2800284,0.044102276,0.563878428,0.101098048
"Denmark, Government of",12/31/2020,112604462,84905767,27698695,0.245982215,63495227,60694943,2800284,0.044102276,0.563878428,0.101098048
"Denmark, Government of",12/30/2020,112604462,84905767,27698695,0.245982215,63495227,60694943,2800284,0.044102276,0.563878428,0.101098048
"Canada, Government of",1/6/2020,1507159,0,1507159,1,0,0,0,0,0,0
"Canada, Government of",1/13/2020,1507159,0,1507159,1,0,0,0,0,0,0
"Canada, Government of",1/20/2020,1507159,0,1507159,1,0,0,0,0,0,0
"Canada, Government of",1/27/2020,1507159,0,1507159,1,0,0,0,0,0,0
"Canada, Government of",2/3/2020,1507159,0,1507159,1,0,0,0,0,0,0
"Canada, Government of",2/10/2020,1507159,0,1507159,1,0,0,0,0,0,0
"Canada, Government of",2/17/2020,1507159,0,1507159,1,0,0,0,0,0,0
"Canada, Government of",2/24/2020,1507159,0,1507159,1,0,0,0,0,0,0
"Canada, Government of",3/2/2020,1845604,338445,1507159,0.816621009,0,0,0,0,0,0
"Canada, Government of",3/9/2020,1845604,338445,1507159,0.816621009,0,0,0,0,0,0
"Canada, Government of",3/16/2020,1845604,338445,1507159,0.816621009,0,0,0,0,0,0
"Canada, Government of",3/23/2020,2136513,338445,1798068,0.841590011,0,0,0,0,0,0
"Canada, Government of",3/30/2020,4846423,338445,4507978,0.930166021,0,0,0,0,0,0
"Canada, Government of",4/6/2020,6010059,338445,5671614,0.943686909,0,0,0,0,0,0
"Canada, Government of",4/13/2020,56953975,338445,56615530,0.99405757,1725518,0,1725518,1,0.030296709,0.030477821
"Canada, Government of",4/20/2020,56953975,338445,56615530,0.99405757,1725518,0,1725518,1,0.030296709,0.030477821
"Canada, Government of",4/27/2020,56953975,338445,56615530,0.99405757,1725518,0,1725518,1,0.030296709,0.030477821
"Canada, Government of",5/4/2020,57025763,338445,56687318,0.994065051,1797306,0,1797306,1,0.031517439,0.03170561
"Canada, Government of",5/11/2020,57025763,338445,56687318,0.994065051,1797306,0,1797306,1,0.031517439,0.03170561
"Canada, Government of",5/18/2020,57564169,338445,57225724,0.994120561,1797306,0,1797306,1,0.031222652,0.031407309
"Canada, Government of",5/25/2020,57564169,338445,57225724,0.994120561,1797306,0,1797306,1,0.031222652,0.031407309
"Canada, Government of",6/1/2020,57564169,338445,57225724,0.994120561,1797306,0,1797306,1,0.031222652,0.031407309
"Canada, Government of",6/8/2020,57564169,338445,57225724,0.994120561,1797306,0,1797306,1,0.031222652,0.031407309
"Canada, Government of",6/15/2020,57872587,338445,57534142,0.994151894,1797306,0,1797306,1,0.031056258,0.031238947
"Canada, Government of",6/22/2020,57872587,338445,57534142,0.994151894,1797306,0,1797306,1,0.031056258,0.031238947
"Canada, Government of",6/29/2020,57872587,338445,57534142,0.994151894,1797306,0,1797306,1,0.031056258,0.031238947
"Canada, Government of",7/6/2020,58025729,338445,57687284,0.994167329,1797306,0,1797306,1,0.030974294,0.031156017
"Canada, Government of",7/13/2020,58025729,338445,57687284,0.994167329,1797306,0,1797306,1,0.030974294,0.031156017
"Canada, Government of",7/20/2020,61139962,2531213,58608749,0.958599696,1870526,0,1870526,1,0.030594164,0.031915474
"Canada, Government of",7/27/2020,61139962,2531213,58608749,0.958599696,1870526,0,1870526,1,0.030594164,0.031915474
"Canada, Government of",8/3/2020,61139962,2531213,58608749,0.958599696,1870526,0,1870526,1,0.030594164,0.031915474
"Canada, Government of",8/10/2020,61139962,2531213,58608749,0.958599696,1870526,0,1870526,1,0.030594164,0.031915474
"Canada, Government of",8/17/2020,61514087,2531213,58982874,0.95885149,1870526,0,1870526,1,0.030408092,0.031713036
"Canada, Government of",8/24/2020,61514087,2531213,58982874,0.95885149,1870526,0,1870526,1,0.030408092,0.031713036
"Canada, Government of",8/31/2020,61514087,2531213,58982874,0.95885149,1870526,0,1870526,1,0.030408092,0.031713036
"Canada, Government of",9/7/2020,61587771,2531213,59056558,0.958900721,1870526,0,1870526,1,0.030371711,0.031673468
"Canada, Government of",9/14/2020,62785439,3654809,59130630,0.941788907,1870526,0,1870526,1,0.029792354,0.031633791
"Canada, Government of",9/21/2020,62929654,3799024,59130630,0.939630623,1870526,0,1870526,1,0.029724079,0.031633791
"Canada, Government of",9/28/2020,63115144,3799024,59316120,0.939808044,1870526,0,1870526,1,0.029636722,0.031534868
"Canada, Government of",10/5/2020,63115144,3799024,59316120,0.939808044,1870526,0,1870526,1,0.029636722,0.031534868
"Canada, Government of",10/12/2020,63115144,3799024,59316120,0.939808044,1870526,0,1870526,1,0.029636722,0.031534868
"Canada, Government of",10/19/2020,63115144,3799024,59316120,0.939808044,1870526,0,1870526,1,0.029636722,0.031534868
"Canada, Government of",10/26/2020,69180345,3799024,65381321,0.945085212,1870526,0,1870526,1,0.027038402,0.028609486
"Canada, Government of",11/2/2020,69180345,3799024,65381321,0.945085212,1870526,0,1870526,1,0.027038402,0.028609486
"Canada, Government of",11/9/2020,69393935,3943323,65450612,0.943174818,1870526,0,1870526,1,0.02695518,0.028579198
"Canada, Government of",11/16/2020,69393935,3943323,65450612,0.943174818,1870526,0,1870526,1,0.02695518,0.028579198
"Canada, Government of",11/23/2020,69393935,3943323,65450612,0.943174818,1870526,0,1870526,1,0.02695518,0.028579198
"Canada, Government of",11/30/2020,69393935,3943323,65450612,0.943174818,1870526,0,1870526,1,0.02695518,0.028579198
"Canada, Government of",12/7/2020,73013077,5251217,67761860,0.928078404,3178420,1307894,1870526,0.588508127,0.043532202,0.027604408
"Canada, Government of",12/14/2020,73013077,5251217,67761860,0.928078404,3178420,1307894,1870526,0.588508127,0.043532202,0.027604408
"Canada, Government of",12/21/2020,73013077,5251217,67761860,0.928078404,3178420,1307894,1870526,0.588508127,0.043532202,0.027604408
"Canada, Government of",12/28/2020,73013077,5251217,67761860,0.928078404,3178420,1307894,1870526,0.588508127,0.043532202,0.027604408
"Canada, Government of",12/31/2020,73013077,5251217,67761860,0.928078404,3178420,1307894,1870526,0.588508127,0.043532202,0.027604408
"Canada, Government of",12/30/2020,73013077,5251217,67761860,0.928078404,3178420,1307894,1870526,0.588508127,0.043532202,0.027604408
"Germany, Government of",1/6/2020,1412699,457143,955556,0.676404528,457143,457143,0,0,0.323595472,0
"Germany, Government of",1/13/2020,1412699,457143,955556,0.676404528,457143,457143,0,0,0.323595472,0
"Germany, Government of",1/20/2020,1412699,457143,955556,0.676404528,457143,457143,0,0,0.323595472,0
"Germany, Government of",1/27/2020,1412699,457143,955556,0.676404528,457143,457143,0,0,0.323595472,0
"Germany, Government of",2/3/2020,1412699,457143,955556,0.676404528,457143,457143,0,0,0.323595472,0
"Germany, Government of",2/10/2020,1412699,457143,955556,0.676404528,457143,457143,0,0,0.323595472,0
"Germany, Government of",2/17/2020,1412699,457143,955556,0.676404528,457143,457143,0,0,0.323595472,0
"Germany, Government of",2/24/2020,1412699,457143,955556,0.676404528,457143,457143,0,0,0.323595472,0
"Germany, Government of",3/2/2020,1412699,457143,955556,0.676404528,457143,457143,0,0,0.323595472,0
"Germany, Government of",3/9/2020,1412699,457143,955556,0.676404528,457143,457143,0,0,0.323595472,0
"Germany, Government of",3/16/2020,16778821,15823265,955556,0.056950128,457143,457143,0,0,0.02724524,0
"Germany, Government of",3/23/2020,16778821,15823265,955556,0.056950128,457143,457143,0,0,0.02724524,0
"Germany, Government of",3/30/2020,16778821,15823265,955556,0.056950128,457143,457143,0,0,0.02724524,0
"Germany, Government of",4/6/2020,16778821,15823265,955556,0.056950128,457143,457143,0,0,0.02724524,0
"Germany, Government of",4/13/2020,16778821,15823265,955556,0.056950128,457143,457143,0,0,0.02724524,0
"Germany, Government of",4/20/2020,18962227,18006671,955556,0.050392604,457143,457143,0,0,0.024108086,0
"Germany, Government of",4/27/2020,58155956,18006671,40149285,0.690372711,457143,457143,0,0,0.007860639,0
"Germany, Government of",5/4/2020,206248692,166099407,40149285,0.194664435,457143,457143,0,0,0.002216465,0
"Germany, Government of",5/11/2020,265401264,225251979,40149285,0.151277671,457143,457143,0,0,0.00172246,0
"Germany, Government of",5/18/2020,265457073,225307788,40149285,0.151245866,512952,512952,0,0,0.001932335,0
"Germany, Government of",5/25/2020,266074073,225307788,40766285,0.153214045,512952,512952,0,0,0.001927854,0
"Germany, Government of",6/1/2020,266182612,225416327,40766285,0.15315157,621491,621491,0,0,0.002334829,0
"Germany, Government of",6/8/2020,269996081,225507736,44488345,0.16477404,4434960,712900,3722060,0.839254469,0.016426016,0.08366371
"Germany, Government of",6/15/2020,269996081,225507736,44488345,0.16477404,4434960,712900,3722060,0.839254469,0.016426016,0.08366371
"Germany, Government of",6/22/2020,270012293,225523948,44488345,0.164764146,4451172,729112,3722060,0.836197747,0.016485072,0.08366371
"Germany, Government of",6/29/2020,331703180,283704835,47998345,0.144702698,62632059,58909999,3722060,0.059427393,0.188819592,0.07754559
"Germany, Government of",7/6/2020,344729881,295931536,48798345,0.14155531,62829371,59107311,3722060,0.059240765,0.182256817,0.076274308
"Germany, Government of",7/13/2020,353598753,300595874,53002879,0.149895548,67493709,63771649,3722060,0.055146769,0.190876547,0.070223733
"Germany, Government of",7/20/2020,355903790,302075911,53827879,0.151242781,68318709,63771649,4547060,0.066556586,0.191958363,0.08447407
"Germany, Government of",7/27/2020,359587103,305759224,53827879,0.149693575,72002022,67454962,4547060,0.063151838,0.200235274,0.08447407
"Germany, Government of",8/3/2020,370182558,316354679,53827879,0.145409009,82597477,78050417,4547060,0.055050834,0.223126334,0.08447407
"Germany, Government of",8/10/2020,414481639,329390151,85091488,0.205296158,96999146,91085889,5913257,0.060961949,0.234025194,0.069492932
"Germany, Government of",8/17/2020,415658110,330566622,85091488,0.204715091,98175617,92262360,5913257,0.060231422,0.236193195,0.069492932
"Germany, Government of",8/24/2020,435822084,342913367,92908717,0.213180379,98175617,92262360,5913257,0.060231422,0.225265356,0.063645879
"Germany, Government of",8/31/2020,437117726,344209009,92908717,0.2125485,99471259,93558002,5913257,0.05944689,0.227561714,0.063645879
"Germany, Government of",9/7/2020,443048996,350140279,92908717,0.20970303,105402529,99489272,5913257,0.056101661,0.237902647,0.063645879
"Germany, Government of",9/14/2020,443048996,350140279,92908717,0.20970303,105402529,99489272,5913257,0.056101661,0.237902647,0.063645879
"Germany, Government of",9/21/2020,812648062,683779629,128868433,0.158578404,105892229,99564280,6327949,0.059758389,0.130305152,0.049103949
"Germany, Government of",9/28/2020,824604654,695736221,128868433,0.156279051,116889924,110561975,6327949,0.054135966,0.141752685,0.049103949
"Germany, Government of",10/5/2020,871973076,743104643,128868433,0.147789463,116889924,110561975,6327949,0.054135966,0.134052217,0.049103949
"Germany, Government of",10/12/2020,883383440,754455643,128927797,0.145947718,128240924,121912975,6327949,0.049344225,0.14517017,0.04908134
"Germany, Government of",10/19/2020,888871207,759943410,128927797,0.145046657,133728691,127400742,6327949,0.047319307,0.15044777,0.04908134
"Germany, Government of",10/26/2020,888871207,759943410,128927797,0.145046657,133728691,127400742,6327949,0.047319307,0.15044777,0.04908134
"Germany, Government of",11/2/2020,888871207,759943410,128927797,0.145046657,133728691,127400742,6327949,0.047319307,0.15044777,0.04908134
"Germany, Government of",11/9/2020,888871207,759943410,128927797,0.145046657,133728691,127400742,6327949,0.047319307,0.15044777,0.04908134
"Germany, Government of",11/16/2020,891221383,762293586,128927797,0.144664165,133728691,127400742,6327949,0.047319307,0.150051035,0.04908134
"Germany, Government of",11/23/2020,891221383,762293586,128927797,0.144664165,133728691,127400742,6327949,0.047319307,0.150051035,0.04908134
"Germany, Government of",11/30/2020,891558634,762630837,128927797,0.144609442,134065942,127737993,6327949,0.047200273,0.150372546,0.04908134
"Germany, Government of",12/7/2020,898189459,769261662,128927797,0.143541873,134723051,128395102,6327949,0.046970054,0.149994024,0.04908134
"Germany, Government of",12/14/2020,900836378,769261662,131574716,0.146058396,137369970,128395102,8974868,0.065333551,0.152491588,0.06821119
"Germany, Government of",12/21/2020,900836378,769261662,131574716,0.146058396,137369970,128395102,8974868,0.065333551,0.152491588,0.06821119
"Germany, Government of",12/28/2020,900836378,769261662,131574716,0.146058396,137369970,128395102,8974868,0.065333551,0.152491588,0.06821119
"Germany, Government of",12/31/2020,900836378,769261662,131574716,0.146058396,137369970,128395102,8974868,0.065333551,0.152491588,0.06821119
"Germany, Government of",12/30/2020,900836378,769261662,131574716,0.146058396,137369970,128395102,8974868,0.065333551,0.152491588,0.06821119
"Estonia, Government of",1/6/2020,0,0,0,0,0,0,0,0,0,0
"Estonia, Government of",1/13/2020,0,0,0,0,0,0,0,0,0,0
"Estonia, Government of",1/20/2020,0,0,0,0,0,0,0,0,0,0
"Estonia, Government of",1/27/2020,0,0,0,0,0,0,0,0,0,0
"Estonia, Government of",2/3/2020,0,0,0,0,0,0,0,0,0,0
"Estonia, Government of",2/10/2020,0,0,0,0,0,0,0,0,0,0
"Estonia, Government of",2/17/2020,0,0,0,0,0,0,0,0,0,0
"Estonia, Government of",2/24/2020,28050,28050,0,0,0,0,0,0,0,0
"Estonia, Government of",3/2/2020,28050,28050,0,0,0,0,0,0,0,0
"Estonia, Government of",3/9/2020,28050,28050,0,0,0,0,0,0,0,0
"Estonia, Government of",3/16/2020,28050,28050,0,0,0,0,0,0,0,0
"Estonia, Government of",3/23/2020,28050,28050,0,0,0,0,0,0,0,0
