...1,iati_identifier,reporting_org_text,reporting_org_ref,reporting_org_type,value_USD,transaction_date,transaction_type_code,transaction_type,provider_text,provider_ref,provider_type,receiver_text,receiver_ref,receiver_type,finance_type,covid_relevant,humanitarian,covid_matches,sector,country_region,value_USD_proportionate,id
18787,NL-KVK-27108436-A-06451-02:SO,Oxfam Novib,NL-KVK-27108436,21,227404.5454628411,2020-12-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",14030,SO,113702.2727314205,18787
18788,NL-KVK-27108436-A-06451-02:SO,Oxfam Novib,NL-KVK-27108436,21,227404.5454628411,2020-12-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72040,SO,56851.13636571027,18788
18789,NL-KVK-27108436-A-06451-02:SO,Oxfam Novib,NL-KVK-27108436,21,227404.5454628411,2020-12-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72050,SO,56851.13636571027,18789
18790,NL-KVK-27108436-A-06451-02:SO,Oxfam Novib,NL-KVK-27108436,21,22974.97133451793,2020-08-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",14030,SO,11487.48566725896,18790
18791,NL-KVK-27108436-A-06451-02:SO,Oxfam Novib,NL-KVK-27108436,21,22974.97133451793,2020-08-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72040,SO,5743.742833629481,18791
18792,NL-KVK-27108436-A-06451-02:SO,Oxfam Novib,NL-KVK-27108436,21,22974.97133451793,2020-08-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72050,SO,5743.742833629481,18792
18793,NL-KVK-27108436-A-06451-03:SO,Oxfam Novib,NL-KVK-27108436,21,64567.90436252584,2020-09-01,1,Incoming Funds,OXFAM GERMANY,OXFAM GERMANY,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",14030,SO,32283.95218126292,18793
18794,NL-KVK-27108436-A-06451-03:SO,Oxfam Novib,NL-KVK-27108436,21,64567.90436252584,2020-09-01,1,Incoming Funds,OXFAM GERMANY,OXFAM GERMANY,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72040,SO,16141.97609063146,18794
18795,NL-KVK-27108436-A-06451-03:SO,Oxfam Novib,NL-KVK-27108436,21,64567.90436252584,2020-09-01,1,Incoming Funds,OXFAM GERMANY,OXFAM GERMANY,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72050,SO,16141.97609063146,18795
18796,NL-KVK-27108436-A-06451-03:SO,Oxfam Novib,NL-KVK-27108436,21,64567.90436252584,2020-09-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,AFRICAN DEVELOPMENT SOLUTIONS,AFRICAN DEVELOPMENT SOLUTIONS,NA,110,MAYBE,NA,"('title', 'description', 'GLIDE')",14030,SO,32283.95218126292,18796
18797,NL-KVK-27108436-A-06451-03:SO,Oxfam Novib,NL-KVK-27108436,21,64567.90436252584,2020-09-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,AFRICAN DEVELOPMENT SOLUTIONS,AFRICAN DEVELOPMENT SOLUTIONS,NA,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72040,SO,16141.97609063146,18797
18798,NL-KVK-27108436-A-06451-03:SO,Oxfam Novib,NL-KVK-27108436,21,64567.90436252584,2020-09-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,AFRICAN DEVELOPMENT SOLUTIONS,AFRICAN DEVELOPMENT SOLUTIONS,NA,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72050,SO,16141.97609063146,18798
18799,NL-KVK-27108436-A-06451-03:SO,Oxfam Novib,NL-KVK-27108436,21,129663.3198027024,2020-11-01,1,Incoming Funds,OXFAM GERMANY,OXFAM GERMANY,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",14030,SO,64831.65990135122,18799
18800,NL-KVK-27108436-A-06451-03:SO,Oxfam Novib,NL-KVK-27108436,21,129663.3198027024,2020-11-01,1,Incoming Funds,OXFAM GERMANY,OXFAM GERMANY,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72040,SO,32415.82995067561,18800
18801,NL-KVK-27108436-A-06451-03:SO,Oxfam Novib,NL-KVK-27108436,21,129663.3198027024,2020-11-01,1,Incoming Funds,OXFAM GERMANY,OXFAM GERMANY,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72050,SO,32415.82995067561,18801
18802,NL-KVK-27108436-A-06451-03:SO,Oxfam Novib,NL-KVK-27108436,21,129663.3198027024,2020-11-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,AFRICAN DEVELOPMENT SOLUTIONS,AFRICAN DEVELOPMENT SOLUTIONS,NA,110,MAYBE,NA,"('title', 'description', 'GLIDE')",14030,SO,64831.65990135122,18802
18803,NL-KVK-27108436-A-06451-03:SO,Oxfam Novib,NL-KVK-27108436,21,129663.3198027024,2020-11-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,AFRICAN DEVELOPMENT SOLUTIONS,AFRICAN DEVELOPMENT SOLUTIONS,NA,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72040,SO,32415.82995067561,18803
18804,NL-KVK-27108436-A-06451-03:SO,Oxfam Novib,NL-KVK-27108436,21,129663.3198027024,2020-11-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,AFRICAN DEVELOPMENT SOLUTIONS,AFRICAN DEVELOPMENT SOLUTIONS,NA,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72050,SO,32415.82995067561,18804
18805,NL-KVK-27108436-A-06451-04:SO,Oxfam Novib,NL-KVK-27108436,21,84980.84151219773,2020-09-01,1,Incoming Funds,OXFAM GERMANY,OXFAM GERMANY,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",14030,SO,42490.42075609886,18805
18806,NL-KVK-27108436-A-06451-04:SO,Oxfam Novib,NL-KVK-27108436,21,84980.84151219773,2020-09-01,1,Incoming Funds,OXFAM GERMANY,OXFAM GERMANY,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72040,SO,21245.21037804943,18806
18807,NL-KVK-27108436-A-06451-04:SO,Oxfam Novib,NL-KVK-27108436,21,84980.84151219773,2020-09-01,1,Incoming Funds,OXFAM GERMANY,OXFAM GERMANY,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72050,SO,21245.21037804943,18807
18808,NL-KVK-27108436-A-06451-04:SO,Oxfam Novib,NL-KVK-27108436,21,84980.84151219773,2020-09-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,Kaalo Aid and Development,Kaalo Aid and Development,NA,110,MAYBE,NA,"('title', 'description', 'GLIDE')",14030,SO,42490.42075609886,18808
18809,NL-KVK-27108436-A-06451-04:SO,Oxfam Novib,NL-KVK-27108436,21,84980.84151219773,2020-09-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,Kaalo Aid and Development,Kaalo Aid and Development,NA,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72040,SO,21245.21037804943,18809
18810,NL-KVK-27108436-A-06451-04:SO,Oxfam Novib,NL-KVK-27108436,21,84980.84151219773,2020-09-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,Kaalo Aid and Development,Kaalo Aid and Development,NA,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72050,SO,21245.21037804943,18810
18811,NL-KVK-27108436-A-06451-04:SO,Oxfam Novib,NL-KVK-27108436,21,170657.5223977201,2020-11-01,1,Incoming Funds,OXFAM GERMANY,OXFAM GERMANY,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",14030,SO,85328.76119886004,18811
18812,NL-KVK-27108436-A-06451-04:SO,Oxfam Novib,NL-KVK-27108436,21,170657.5223977201,2020-11-01,1,Incoming Funds,OXFAM GERMANY,OXFAM GERMANY,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72040,SO,42664.38059943002,18812
18813,NL-KVK-27108436-A-06451-04:SO,Oxfam Novib,NL-KVK-27108436,21,170657.5223977201,2020-11-01,1,Incoming Funds,OXFAM GERMANY,OXFAM GERMANY,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72050,SO,42664.38059943002,18813
18814,NL-KVK-27108436-A-06451-04:SO,Oxfam Novib,NL-KVK-27108436,21,170657.5223977201,2020-11-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,Kaalo Aid and Development,Kaalo Aid and Development,NA,110,MAYBE,NA,"('title', 'description', 'GLIDE')",14030,SO,85328.76119886004,18814
18815,NL-KVK-27108436-A-06451-04:SO,Oxfam Novib,NL-KVK-27108436,21,170657.5223977201,2020-11-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,Kaalo Aid and Development,Kaalo Aid and Development,NA,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72040,SO,42664.38059943002,18815
18816,NL-KVK-27108436-A-06451-04:SO,Oxfam Novib,NL-KVK-27108436,21,170657.5223977201,2020-11-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,Kaalo Aid and Development,Kaalo Aid and Development,NA,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72050,SO,42664.38059943002,18816
18817,NL-KVK-27108436-A-06451-05:SO,Oxfam Novib,NL-KVK-27108436,21,26125.34610551551,2020-10-01,1,Incoming Funds,OXFAM GERMANY,OXFAM GERMANY,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72050,SO,26125.34610551551,18817
18818,NL-KVK-27108436-A-06451-05:SO,Oxfam Novib,NL-KVK-27108436,21,26125.34610551551,2020-10-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,SHAQODOON ORGANIZATION,SHAQODOON ORGANIZATION,NA,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72050,SO,26125.34610551551,18818
18819,NL-KVK-27108436-A-06451-05:SO,Oxfam Novib,NL-KVK-27108436,21,52527.48279976974,2020-11-01,1,Incoming Funds,OXFAM GERMANY,OXFAM GERMANY,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72050,SO,52527.48279976974,18819
18820,NL-KVK-27108436-A-06451-05:SO,Oxfam Novib,NL-KVK-27108436,21,52527.48279976974,2020-11-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,SHAQODOON ORGANIZATION,SHAQODOON ORGANIZATION,NA,110,MAYBE,NA,"('title', 'description', 'GLIDE')",72050,SO,52527.48279976974,18820
18821,NL-KVK-27108436-A-06459-02:UG,Oxfam Novib,NL-KVK-27108436,21,3268.450509590826,2020-08-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",74010,UG,3268.450509590826,18821
18822,NL-KVK-27108436-A-06459-02:UG,Oxfam Novib,NL-KVK-27108436,21,29459.91374826392,2020-12-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",74010,UG,29459.91374826392,18822
18823,NL-KVK-27108436-A-06459-02:UG,Oxfam Novib,NL-KVK-27108436,21,1031.80674448998,2020-11-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",74010,UG,1031.80674448998,18823
18824,NL-KVK-27108436-A-06459-02:UG,Oxfam Novib,NL-KVK-27108436,21,2756.371088389479,2020-09-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",74010,UG,2756.371088389479,18824
18825,NL-KVK-27108436-A-06459-02:UG,Oxfam Novib,NL-KVK-27108436,21,4899.973681621062,2020-10-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",74010,UG,4899.973681621062,18825
18826,NL-KVK-27108436-A-06459-03:UG,Oxfam Novib,NL-KVK-27108436,21,19908.56484277549,2020-09-01,1,Incoming Funds,OXFAM USA,OXFAM USA,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",74010,UG,19908.56484277549,18826
18827,NL-KVK-27108436-A-06459-03:UG,Oxfam Novib,NL-KVK-27108436,21,19908.56484277549,2020-09-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,Community Technology Empowerment Ne,Community Technology Empowerment Ne,NA,110,MAYBE,NA,"('description', 'GLIDE')",74010,UG,19908.56484277549,18827
18828,NL-KVK-27108436-A-06459-04:UG,Oxfam Novib,NL-KVK-27108436,21,9954.282421387743,2020-09-01,1,Incoming Funds,OXFAM USA,OXFAM USA,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('GLIDE',)",74010,UG,9954.282421387743,18828
18829,NL-KVK-27108436-A-06459-04:UG,Oxfam Novib,NL-KVK-27108436,21,9954.282421387743,2020-09-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,COMMUNITY EMPOWERMENT 4 CREATIVE IN CECI,COMMUNITY EMPOWERMENT 4 CREATIVE IN CECI,NA,110,MAYBE,NA,"('GLIDE',)",74010,UG,9954.282421387743,18829
18830,NL-KVK-27108436-A-06459-05:UG,Oxfam Novib,NL-KVK-27108436,21,9954.282421387743,2020-09-01,1,Incoming Funds,OXFAM USA,OXFAM USA,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('GLIDE',)",74010,UG,9954.282421387743,18830
18831,NL-KVK-27108436-A-06459-05:UG,Oxfam Novib,NL-KVK-27108436,21,9954.282421387743,2020-09-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,Community Action for Transformation,Community Action for Transformation,NA,110,MAYBE,NA,"('GLIDE',)",74010,UG,9954.282421387743,18831
18832,NL-KVK-27108436-A-06459-06:UG,Oxfam Novib,NL-KVK-27108436,21,9954.282421387743,2020-09-01,1,Incoming Funds,OXFAM USA,OXFAM USA,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('GLIDE',)",74010,UG,9954.282421387743,18832
18833,NL-KVK-27108436-A-06459-06:UG,Oxfam Novib,NL-KVK-27108436,21,9954.282421387743,2020-09-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,I CAN South Sudan,I CAN South Sudan,NA,110,MAYBE,NA,"('GLIDE',)",74010,UG,9954.282421387743,18833
18834,NL-KVK-27108436-A-06465-02:UG,Oxfam Novib,NL-KVK-27108436,21,16555.05523183408,2020-11-01,1,Incoming Funds,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",14030,UG,16555.05523183408,18834
18835,NL-KVK-27108436-A-06465-02:UG,Oxfam Novib,NL-KVK-27108436,21,16555.05523183408,2020-11-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",14030,UG,16555.05523183408,18835
18836,NL-KVK-27108436-A-06465-02:UG,Oxfam Novib,NL-KVK-27108436,21,8974.365993771722,2020-12-01,1,Incoming Funds,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",14030,UG,8974.365993771722,18836
18837,NL-KVK-27108436-A-06465-02:UG,Oxfam Novib,NL-KVK-27108436,21,8974.365993771722,2020-12-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('title', 'description', 'GLIDE')",14030,UG,8974.365993771722,18837
18838,NL-KVK-27108436-A-06465-03:UG,Oxfam Novib,NL-KVK-27108436,21,48667.92838270999,2020-12-01,1,Incoming Funds,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",14030,UG,48667.92838270999,18838
18839,NL-KVK-27108436-A-06465-03:UG,Oxfam Novib,NL-KVK-27108436,21,48667.92838270999,2020-12-01,3,Disbursement,Oxfam Novib,NL-KVK-27108436,NA,HUMANITARIAN INITIATIVE RELIEF AID,HUMANITARIAN INITIATIVE RELIEF AID,NA,110,MAYBE,NA,"('description', 'GLIDE')",14030,UG,48667.92838270999,18839
18840,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,21079.85912051491,2020-11-01,1,Incoming Funds,Netherlands - Ministry of Foreign Affairs,XM-DAC-7,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",15150,NL,10539.92956025745,18840
18841,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,21079.85912051491,2020-11-01,1,Incoming Funds,Netherlands - Ministry of Foreign Affairs,XM-DAC-7,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",72050,NL,10539.92956025745,18841
18842,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,21079.85912051491,2020-11-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",15150,NL,10539.92956025745,18842
18843,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,21079.85912051491,2020-11-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",72050,NL,10539.92956025745,18843
18844,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,3754.730674726075,2020-12-01,1,Incoming Funds,Netherlands - Ministry of Foreign Affairs,XM-DAC-7,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",15150,NL,1877.365337363038,18844
18845,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,3754.730674726075,2020-12-01,1,Incoming Funds,Netherlands - Ministry of Foreign Affairs,XM-DAC-7,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",72050,NL,1877.365337363038,18845
18846,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,3754.730674726075,2020-12-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",15150,NL,1877.365337363038,18846
18847,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,3754.730674726075,2020-12-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",72050,NL,1877.365337363038,18847
18848,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,9152.003932368612,2020-12-01,1,Incoming Funds,Netherlands - Ministry of Foreign Affairs,XM-DAC-7,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",15150,NL,4576.001966184306,18848
18849,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,9152.003932368612,2020-12-01,1,Incoming Funds,Netherlands - Ministry of Foreign Affairs,XM-DAC-7,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",72050,NL,4576.001966184306,18849
18850,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,9152.003932368612,2020-12-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",15150,NL,4576.001966184306,18850
18851,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,9152.003932368612,2020-12-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",72050,NL,4576.001966184306,18851
18852,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,473.2956035218546,2020-12-01,1,Incoming Funds,Netherlands - Ministry of Foreign Affairs,XM-DAC-7,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",15150,NL,236.6478017609273,18852
18853,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,473.2956035218546,2020-12-01,1,Incoming Funds,Netherlands - Ministry of Foreign Affairs,XM-DAC-7,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",72050,NL,236.6478017609273,18853
18854,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,473.2956035218546,2020-12-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",15150,NL,236.6478017609273,18854
18855,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,473.2956035218546,2020-12-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",72050,NL,236.6478017609273,18855
18856,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,1499.525245947381,2020-07-01,1,Incoming Funds,Netherlands - Ministry of Foreign Affairs,XM-DAC-7,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",15150,NL,749.7626229736906,18856
18857,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,1499.525245947381,2020-07-01,1,Incoming Funds,Netherlands - Ministry of Foreign Affairs,XM-DAC-7,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",72050,NL,749.7626229736906,18857
18858,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,1499.525245947381,2020-07-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",15150,NL,749.7626229736906,18858
18859,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,1499.525245947381,2020-07-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",72050,NL,749.7626229736906,18859
18860,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,566.6260564943922,2020-08-01,1,Incoming Funds,Netherlands - Ministry of Foreign Affairs,XM-DAC-7,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",15150,NL,283.3130282471961,18860
18861,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,566.6260564943922,2020-08-01,1,Incoming Funds,Netherlands - Ministry of Foreign Affairs,XM-DAC-7,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",72050,NL,283.3130282471961,18861
18862,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,566.6260564943922,2020-08-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",15150,NL,283.3130282471961,18862
18863,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,566.6260564943922,2020-08-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",72050,NL,283.3130282471961,18863
18864,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,604.5397042940584,2020-09-01,1,Incoming Funds,Netherlands - Ministry of Foreign Affairs,XM-DAC-7,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",15150,NL,302.2698521470292,18864
18865,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,604.5397042940584,2020-09-01,1,Incoming Funds,Netherlands - Ministry of Foreign Affairs,XM-DAC-7,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",72050,NL,302.2698521470292,18865
18866,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,604.5397042940584,2020-09-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",15150,NL,302.2698521470292,18866
18867,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,604.5397042940584,2020-09-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",72050,NL,302.2698521470292,18867
18868,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,1172.321351644145,2020-10-01,1,Incoming Funds,Netherlands - Ministry of Foreign Affairs,XM-DAC-7,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",15150,NL,586.1606758220727,18868
18869,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,1172.321351644145,2020-10-01,1,Incoming Funds,Netherlands - Ministry of Foreign Affairs,XM-DAC-7,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",72050,NL,586.1606758220727,18869
18870,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,1172.321351644145,2020-10-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",15150,NL,586.1606758220727,18870
18871,NL-KVK-27108436-A-06467-02:XG,Oxfam Novib,NL-KVK-27108436,21,1172.321351644145,2020-10-01,4,Expenditure,Oxfam Novib,NL-KVK-27108436,NA,Oxfam Novib,NL-KVK-27108436,21,110,MAYBE,NA,"('description', 'GLIDE')",72050,NL,586.1606758220727,18871
